product-name,product-type,price,ref,marca,val-points,val-quantity,stock,product-sending-value,date,NoFrost,SistemaAntibacterias,Refrigeración,Enfriamientorápido,Númerodepuertas,TemperaturaAmbienteMínima,TemperaturaAmbienteMáxima,Capacidaddecongelación,Tipodeinstalación,CapacidadTotalNeta,CapacidadTotalBruta,BandejasenCongelador,Cajones/Cestas,CapacidadCongelador,PotenciadeDescongelación,Hieleras/Cubiteras,Iluminación,Apertura,Color/material,Tirador,RuedasTraseras,PuertaReversible,PatasRegulables,Alimentación,EficienciaNueva,Potencia,ConsumoAnualdeEnergía,Autonomíaencasodecorteeléctrico(Horas),ClaseClimática,Ruido,EficienciaSonora,ClasificaciónporEstrellas,Alturaexacta,Anchuraexacta,Peso,Profundidad,LongituddelCable,Altura,Anchura,ControlDigitalExterno,DisplayDigital,PosicióndelosControles,ReguladordeTemperatura,Pantalla,Garantía,Hercios,BaldasenRefrigerador,Botellero,Capacidadfrigorífico,BandejasAjustablesenFrigorífico,FreshBox,SuperFrost,ZeroBox,Multizone,Panelable,BalconesenlaPuerta,AlarmaVisual,Intensidad,Alarma,Otrainformación,Conectividad,CompartimentoCubiertoparaLácteos,DispensadorAgua,DispensadorHielo,VitaCareBox,FuzzyLogic,IonClean,BloqueoparaNiños,AdmisióndeAgua,Cámara,ModoVacaciones,Motores,MotorExtrasilencioso,ModoECO,TipodeBotellero,BandejasextraíblesEasyAccess,Posición,BigBoxCongelador,Indicadordepuertacongeladorabierta,ControlExterno,Huevera,Ventanaconvisibilidadinterior,BigBox,VarioZone,VitaFresh,VarioShelf,ExtraCold,FullSkinCondenser,EficienciaAntigua,InformaciónAdicional,AlturaMáximadeEncastre,ExtraFresh,ExtraFreshComfort,---,JuntasAntibacterias,DiseñodelaSerie,TrituradordeHielo,DoorCooling,WineStorage,Potenciadeaudio,Supercongelación,Cajones,Ruido(Decibelios),VitControl,NeoFrostDualCooling,PosicióndelasPuertas,NºBotelleros,FreshFood,IluminaciónInterior,LinearCooling,Controles,MotorInverter/Blindado,Frecuencia,Serie,IluminaciónLED,DiseñodelTirador,Voltaje(V),SistemadepurificacióndeairePureNFresh,UltraFreshCrisper,HyperFreeze,FoodCareZone,LongituddelManguitodeentrada,SmartDiagnosis,TecnologíaInverter,Certificacionesdehomologación,LongituddelManguitodeSalida
BALAY 3KFD778BI Cristal Blanco - Frigorífico Combi NoFrost,frigorificos," 1.461,49 €",200630350,BALAY," 0,00",(0),Disponible,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,NULL,Libre,NULL,NULL,3 Bandejas,3 Cajoneras,108 Litros,NULL,1 Hieleras,LED,A Derechas,Blanco,Integrado,NULL,Sí,NULL,230V,D,NULL,207 Kwh/Año,16 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",36 Decibelios,C,4 Estrellas,203 Centímetros,70 Centímetros,100 Kilogramos,67 Centímetros,2 Metros,Mayor de 200 cm,66 a 70 cm,Pantalla,Sí,Externos,Digital,NULL,3 Años,50 Hz,5 Baldas,NULL,330 Litros,4 bandejas,NULL,Sí,NULL,NULL,No,4 Balcones,NULL,10 Amperios,Sí,NULL,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,Sí,1 Motores,No,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,No,NULL,Control táctil,Sí,NULL,No,Sí,NULL,No,NULL,Sí,NULL,NULL,NULL,Sí,Sí,NULL,NULL,Cristal,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FAGOR 3FFK-6644X INOX - Frigorífico Combi NoFrost,frigorificos," 547,49 €",558250265,FAGOR," 0,00",(0),Disponible,"37,00 €",2023-04-24,NULL,NULL,No Frost,NULL,2 Puertas,NULL,NULL,5 Kg/24H,Libre,NULL,NULL,3 Bandejas,NULL,87 Litros,NULL,1 Hieleras,NULL,A Derechas,Inox,Integrado,No,Sí,Frontales,230V,E,NULL,239 Kwh/Año,10 Autonomía,SN / T,NULL,C,NULL,186 Centímetros,60 Centímetros,64 Kilogramos,60 Centímetros,NULL,181 a 190,55 a 60 cm,NULL,Sí,NULL,Digital,NULL,3 Años,NULL,4 Baldas,Sí,206 Litros,NULL,NULL,NULL,NULL,NULL,NULL,3 Balcones,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Control táctil,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,145 W,Si,1 Cajoneras,db,Si,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
WINIA WRN BH48NPTA INOX - Frigorífico Combi NoFrost,frigorificos," 377,49 €",972151234,WINIA," 5,00",(1),Disponible,"37,00 €",2023-04-24,Total,NULL,No Frost,NULL,2 Puertas,NULL,NULL,NULL,Libre,327 Litros,NULL,3 Bandejas,1 Cajoneras,106 Litros,NULL,1 Hieleras,LED,A Derechas,Inox,Integrado,NULL,NULL,NULL,230V,E,40 W,250 Kwh/Año,18 Autonomía,NULL,40 Decibelios,C,NULL,185 Centímetros,60 Centímetros,66 Kilogramos,NULL,NULL,181 a 190,55 a 60 cm,No,Sí,Internos,Digital,NULL,3 Años,NULL,4 Baldas,NULL,221 Litros,3 bandejas,NULL,NULL,NULL,NULL,NULL,3 Balcones,NULL,NULL,NULL,NULL,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Abajo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BEKO B1RCNE-364-XB INOX - Frigorífico Combi NO FROST,frigorificos," 476,49 €",084248949,BEKO," 0,00",(0),Disponible,"37,00 €",2023-04-24,Total,NULL,NULL,NULL,2 Puertas,NULL,43 ºC,6 Kg/24H,Libre,NULL,NULL,1 Bandejas,2 Cajoneras,106 Litros,NULL,1 Hieleras,LED,A Derechas,Inox,Integrado,NULL,Sí,NULL,230V,E,NULL,247 Kwh/Año,11 Autonomía,SN-T,37 Decibelios,NULL,4 Estrellas,187 Centímetros,60 Centímetros,65 Kilogramos,66 Centímetros,NULL,181 a 190,55 a 60 cm,NULL,NULL,Internos,Mecánico,NULL,3 Años,50 Hz,4 Baldas,NULL,"210 Litros",NULL,NULL,Sí,NULL,NULL,No,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
INDESIT INFC9 TI22W Blanco - Frigorífico Combi No Frost ,frigorificos," 506,99 €",014763131,INDESIT," 4,75",(4),Disponible,"37,00 €",2023-04-24,Total,NULL,No Frost,No,2 Puertas,NULL,NULL,11 Kg/24H,Libre,367 Litros,NULL,3 Bandejas,1 Cajoneras,104 Litros,NULL,NULL,LED,A Derechas,Blanco,Integrado,NULL,NULL,NULL,230V,E,160 W,254 Kwh/Año,NULL,Templada extendida/ tropical,39 Decibelios,C,4 Estrellas,203 Centímetros,60 Centímetros,77 Kilogramos,68 Centímetros,2 Metros,Mayor de 200 cm,55 a 60 cm,NULL,No,NULL,Digital,NULL,3 Años,50 Hz,4 Baldas,Sí,263 Litros,NULL,NULL,NULL,NULL,NULL,NULL,5 Balcones,Sí,1 Amperios,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,Cromado,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LG GBB72BM9DQ - Frigorífico Combi Cristal Negro,frigorificos," 819,49 €",609171734,LG," 0,00",(0),Disponible,"37,00 €",2023-04-24,Total,NULL,No Frost,NULL,2 Puertas,NULL,NULL,NULL,Libre,NULL,,3 Bandejas,2 Cajoneras,NULL,NULL,NULL,NULL,A Derechas,Negro,Integrado,NULL,NULL,NULL,230V,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,203 Centímetros,60 Centímetros,NULL,NULL,NULL,Mayor de 200 cm,55 a 60 cm,No,Sí,Internos,NULL,NULL,3 Años,NULL,4 Baldas,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,4 Balcones,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BALAY 3KFE776XE INOX - Frigorífico Combi NoFrost,frigorificos," 837,99 €",200629051,BALAY," 4,62",(8),Disponible,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,12 Kg/24H,Libre,438 Litros,NULL,3 Bandejas,3 Cajoneras,108 Litros,NULL,1 Hieleras,LED,A Derechas,Inox,Externo,NULL,Sí,NULL,230V,E,100 W,259 Kwh/Año,16 Autonomía,SubtropicalTempladoTemplado ampliadotropical,40 Decibelios,C,4 Estrellas,203 Centímetros,70 Centímetros,83 Kilogramos,67 Centímetros,2 Metros,Mayor de 200 cm,66 a 70 cm,Pantalla,Sí,Externos,Digital,No,3 Años,50 Hz,5 Baldas,NULL,330 Litros,4 bandejas,NULL,Sí,NULL,NULL,No,4 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,No,No,NULL,NULL,NULL,NULL,No,No,No,1 Motores,No,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,No,Sí,Control táctil,Sí,No,No,Sí,NULL,No,Sí,Sí,NULL,NULL,NULL,Sí,No,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KGN36VWDA Blanco - Frigorífico Combi NoFrost,frigorificos," 797,99 €",200520749,BOSCH," 0,00",(0),Disponible,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,NULL,Libre,NULL,NULL,3 Bandejas,3 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Blanco,Integrado,NULL,Sí,NULL,230V,D,NULL,191 Kwh/Año,13 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",36 Decibelios,C,4 Estrellas,186 Centímetros,60 Centímetros,74 Kilogramos,66 Centímetros,2 Metros,181 a 190,55 a 60 cm,No,NULL,Internos,Mecánico,NULL,3 Años,50 Hz,4 Baldas,NULL,237 Litros,2 bandejas,NULL,Sí,NULL,NULL,No,3 Balcones,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1 Motores,Sí,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,No,NULL,NULL,Sí,NULL,No,No,Sí,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LG GSJ760PZXV Inoxidable - Frigorífico Americano NoFrost,frigorificos," 1.513,49 €",458568333,LG," 0,00",(0),Disponible,"78,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,12 Kg/24H,Libre,601 Litros,NULL,4 Bandejas,2 Cajoneras,196 Litros,NULL,NULL,LED,NULL,Inox,Integrado,NULL,No,NULL,230V,NULL,NULL,419 Kwh/Año,10 Autonomía,T,39 Decibelios,NULL,4 Estrellas,179 Centímetros,91 Centímetros,124 Kilogramos,74 Centímetros,NULL,176 a 180 cm,Mayor de 90 cm,Pantalla,Sí,Externos,Digital,NULL,3 Años,NULL,4 Baldas,No,405 Litros,3 bandejas,NULL,NULL,NULL,NULL,No,5 Balcones,Sí,NULL,Sí,NULL,NULL,NULL,Sí,Sí,NULL,NULL,NULL,NULL,Toma Externa,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,Sí,Control táctil,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
WINIA WFN-SM20DVSI Inoxidable - Frigorífico Side by Side NoFrost,frigorificos," 1.022,49 €",972151246,WINIA," 0,00",(0),Disponible,"78,00 €",2023-04-24,Total,NULL,No Frost,No,2 Puertas,NULL,NULL,NULL,Libre,516 Litros,NULL,3 Bandejas,2 Cajoneras,182 Litros,NULL,NULL,LED,NULL,Inox,Externo ,NULL,No,NULL,230V,F,NULL,397 Kwh/Año,6 Autonomía,NULL,40 Decibelios,NULL,4 Estrellas,179 Centímetros,90 Centímetros,99 Kilogramos,NULL,NULL,176 a 180 cm,81 a 90 cm,Pantalla,Sí,Externos,Digital,Sí,3 Años,50 Hz,4 Baldas,NULL,334 Litros,0 bandejas,NULL,NULL,NULL,NULL,No,8 Balcones,NULL,10 Amperios,Sí,NULL,NULL,NULL,Sí,Sí,NULL,NULL,NULL,NULL,Toma Externa,NULL,NULL,NULL,No,NULL,NULL,NULL,Izquierda,NULL,Sí,Control táctil,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Side by Side,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LG GBB62SWGCC1 - Frigorífico Combi NoFrost,frigorificos," 699,49 €",609176929,LG," 0,00",(0),Disponible,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,384 Litros,NULL,3 Bandejas,2 Cajoneras,277 Litros,NULL,1 Hieleras,LED,A Derechas,Blanco,Integrado,NULL,Sí,NULL,230V,C,NULL,172 Kwh/Año,9 Autonomía,SN-T,35 Decibelios,B,4 Estrellas,203 Centímetros,60 Centímetros,78 Kilogramos,68 Centímetros,NULL,Mayor de 200 cm,55 a 60 cm,No,No,Internos,Digital,NULL,3 Años,50 Hz,3 Baldas,Sí,107 Litros,NULL,NULL,NULL,NULL,NULL,No,4 Balcones,NULL,10 Amperios,Sí,NULL,NULL,NULL,No,No,NULL,NULL,NULL,NULL,No,NULL,Sí,NULL,NULL,NULL,NULL,NULL,Abajo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ARISTON HOTPOINT SH8-1Q XRFD1 Inox - Nevera Una Puerta Cíclico,frigorificos," 408,45 €",014760632,ARISTON HOTPOINT," 4,00",(1),Disponible,"37,00 €",2023-04-24,NULL,NULL,Cíclico,Sí,1 Puertas,NULL,NULL,NULL,Libre,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LED,A Derechas,Inox,Externo,NULL,Sí,Frontales,230V,F,NULL,148 Kwh/Año,NULL,Templada extendida/ templada/subtropical/ tropical,38 Decibelios,C,NULL,188 Centímetros,60 Centímetros,62 Kilogramos,63 Centímetros,NULL,181 a 190,55 a 60 cm,NULL,NULL,Internos,Mecánico,NULL,3 Años,50 Hz,5 Baldas,Sí,366 Litros,NULL,NULL,NULL,NULL,NULL,No,NULL,Sí,2 Amperios,NULL,Ventilador interior,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tipo de clavija: Schuko (No incluye la puerta o el panel de integración),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SIEMENS KG39NXIDA INOX - Frigorífico Combi NoFrost,frigorificos," 1.061,49 €",200386898,SIEMENS," 4,00",(1),Disponible,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,368 Litros,NULL,3 Bandejas,3 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Inox,Integrado,NULL,Sí,Todas,230V,D,100 W,191 Kwh/Año,13 Autonomía,SubtropicalTempladoTemplado ampliadotropical,36 Decibelios,C,4 Estrellas,203 Centímetros,60 Centímetros,80 Kilogramos,66 Centímetros,2 Metros,Mayor de 200 cm,55 a 60 cm,Pantalla,Sí,Externos,Digital,No,3 Años,50 Hz,5 Baldas,Sí,368 Litros,3 bandejas,NULL,NULL,NULL,NULL,No,4 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,No, No,NULL,NULL,NULL,NULL,No,No,No,1 Motores,Sí,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,No,Sí,Control táctil,Sí,No,No,No,Sí,No,Sí,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BALAY 3KFE768GI Gris - Frigorífico Combi NoFrost,frigorificos," 1.026,99 €",200629040,BALAY," 5,00",(1),Disponible,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,368 Litros,NULL,3 Bandejas,3 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Gris,Integrado,NULL,Sí,NULL,230V,E,100 W,238 Kwh/Año,13 Autonomía,SubtropicalTempladoTemplado ampliadotropical,39 Decibelios,C,4 Estrellas,203 Centímetros,60 Centímetros,87 Kilogramos,60 Centímetros,2 Metros,Mayor de 200 cm,55 a 60 cm,Pantalla,Sí,Externos,Digital,No,3 Años,50 Hz,5 Baldas,NULL,279 Litros,3 bandejas,NULL,Sí,NULL,NULL,No,3 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,No,No,NULL,NULL,NULL,NULL,No,No,Sí,1 Motores,No,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,No,Sí,Control táctil,Sí,No,No,No,NULL,No,Sí,Sí,NULL,NULL,NULL,Sí,Sí,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SIEMENS KI86SAFE0 - Frigorífico Combi LowFrost,frigorificos," 1.244,49 €",200386598,SIEMENS," 0,00",(0),Disponible,"37,00 €",2023-04-24,NULL,NULL,Low Frost,Sí,2 Puertas,NULL,NULL,7 Kg/24H,Integrable,266 Litros,NULL,3 Bandejas,1 Cajoneras,74 Litros,NULL,1 Hieleras,LED,A Derechas,NULL,NULL,NULL,Sí,NULL,230V,E,90 W,219 Kwh/Año,9 Autonomía,SubtropicalTempladoTemplado ampliado,36 Decibelios,C,4 Estrellas,177 Centímetros,56 Centímetros,63 Kilogramos,55 Centímetros,2 Metros,176 a 180 cm,55 a 60 cm,No,Sí,Internos,Digital,No,3 Años,50 Hz,5 Baldas,No,192 Litros,4 bandejas,NULL,NULL,NULL,NULL,No,4 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,No,No,NULL,NULL,NULL,NULL,NULL,No,Sí,1 Motores,Sí,No,NULL,Sí,NULL,Sí,Sí,NULL,Sí,No,No,Sí,Plus,Sí,Sí,NULL,NULL,NULL,178 Cm,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
KROMSLINE KC-185-DIX INOX - Frigorífico Combi No Frost ,frigorificos," 495,20 €",702139950,KROMSLINE," 0,00",(0),Disponible,"37,00 €",2023-04-24,Total,NULL,No Frost,NULL,2 Puertas,NULL,NULL,6 Kg/24H,Libre,320 Litros,NULL,3 Bandejas,1 Cajoneras,109 Litros,NULL,NULL,LED,A Derechas,Inox,Integrado,NULL,Sí,NULL,230V,E,NULL,256 Kwh/Año,NULL,NULL,41 Decibelios,C,NULL,185 Centímetros,60 Centímetros,NULL,66 Centímetros,NULL,181 a 190,55 a 60 cm,Pantalla,Sí,Externos,Digital,Sí,5 Años,NULL,3 Baldas,No,211 Litros,NULL,NULL,NULL,NULL,NULL,No,4 Balcones,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Abajo,NULL,NULL,Control táctil,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
KROMSLINE KF-SB-90-DDIX Inoxidable - Frigorífico Side by Side No Frost ,frigorificos," 863,20 €",702139960,KROMSLINE," 0,00",(0),Disponible,"78,00 €",2023-04-24,Total,NULL,No Frost,NULL,2 Puertas,NULL,NULL,13 Kg/24H,Libre,514 Litros,NULL,4 Bandejas,2 Cajoneras,166 Litros,NULL,NULL,NULL,NULL,Inox,Integrado,NULL,No,NULL,230V,E,NULL,402 Kwh/Año,NULL,NULL,42 Decibelios,NULL,NULL,181 Centímetros,91 Centímetros,NULL,66 Centímetros,NULL,181 a 190,Mayor de 90 cm,Pantalla,Sí,Externos,Digital,NULL,3 Años,NULL,4 Baldas,NULL,328 Litros,NULL,NULL,NULL,NULL,NULL,No,7 Balcones,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,Toma Externa,NULL,NULL,NULL,No,NULL,NULL,NULL,Izquierda,NULL,NULL,Control táctil,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Side by Side,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KGN36VWEA Blanco - Frigorífico Combi NoFrost ,frigorificos," 661,49 €",200519603,BOSCH," 4,80",(5),Disponible,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,NULL,,3 Bandejas,3 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Blanco,Integrado,NULL,Sí,NULL,230V,E,100 W,238 Kwh/Año,13 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",39 Decibelios,C,4 Estrellas,186 Centímetros,60 Centímetros,69 Kilogramos,66 Centímetros,2 Metros,181 a 190,55 a 60 cm,No,Sí,Internos,Digital,No,3 Años,50 Hz,4 Baldas,NULL,237 Litros,2 bandejas,NULL,Sí,NULL,NULL,No,3 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,1 Motores,No,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,No,Sí,NULL,Sí,No,No,No, Sí,No,Sí,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LG GBP62DSNCC1 INOX - Frigorífico Combi NoFrost,frigorificos," 740,00 €",609176966,LG," 0,00",(0),Disponible,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,384 Litros,NULL,3 Bandejas,2 Cajoneras,107 Litros,2.100 Vatios,NULL,LED,A Derechas,Inox,Integrado,NULL,NULL,NULL,230V,C ,2.100 W,172 Kwh/Año,NULL,"zona templada extendida, templada, subtropical, tropical",35 Decibelios,B,4 Estrellas,203 Centímetros,60 Centímetros,79 Kilogramos,68 Centímetros,2 Metros,Mayor de 200 cm,55 a 60 cm,No,No,Internos,Digital,NULL,3 Años,50 Hz,4 Baldas,Sí,277 Litros,0 bandejas,NULL,NULL,NULL,NULL,No,4 Balcones,NULL,16 Amperios,NULL,NULL,No,NULL,No,No,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Abajo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
