product-name,product-type,price,ref,marca,val-points,val-quantity,stock,product-sending-value,date,NoFrost,SistemaAntibacterias,Refrigeración,Enfriamientorápido,Númerodepuertas,TemperaturaAmbienteMínima,TemperaturaAmbienteMáxima,Capacidaddecongelación,Tipodeinstalación,CapacidadTotalNeta,CapacidadTotalBruta,BandejasenCongelador,Cajones/Cestas,CapacidadCongelador,PotenciadeDescongelación,Hieleras/Cubiteras,Iluminación,Apertura,Color/material,Tirador,RuedasTraseras,PuertaReversible,PatasRegulables,Alimentación,EficienciaNueva,Potencia,ConsumoAnualdeEnergía,Autonomíaencasodecorteeléctrico(Horas),ClaseClimática,Ruido,EficienciaSonora,ClasificaciónporEstrellas,Alturaexacta,Anchuraexacta,Peso,Profundidad,LongituddelCable,Altura,Anchura,ControlDigitalExterno,DisplayDigital,PosicióndelosControles,ReguladordeTemperatura,Pantalla,Garantía,Hercios,BaldasenRefrigerador,Botellero,Capacidadfrigorífico,BandejasAjustablesenFrigorífico,FreshBox,SuperFrost,ZeroBox,Multizone,Panelable,BalconesenlaPuerta,AlarmaVisual,Intensidad,Alarma,Otrainformación,Conectividad,CompartimentoCubiertoparaLácteos,DispensadorAgua,DispensadorHielo,VitaCareBox,FuzzyLogic,IonClean,BloqueoparaNiños,AdmisióndeAgua,Cámara,ModoVacaciones,Motores,MotorExtrasilencioso,ModoECO,TipodeBotellero,BandejasextraíblesEasyAccess,Posición,BigBoxCongelador,Indicadordepuertacongeladorabierta,ControlExterno,Huevera,Ventanaconvisibilidadinterior,BigBox,VarioZone,VitaFresh,VarioShelf,ExtraCold,FullSkinCondenser,EficienciaAntigua,InformaciónAdicional,AlturaMáximadeEncastre,ExtraFresh,ExtraFreshComfort,---,JuntasAntibacterias,DiseñodelaSerie,TrituradordeHielo,DoorCooling,WineStorage,Potenciadeaudio,Supercongelación,Cajones,Ruido(Decibelios),VitControl,NeoFrostDualCooling,PosicióndelasPuertas,NºBotelleros,FreshFood,IluminaciónInterior,LinearCooling,Controles,MotorInverter/Blindado,Frecuencia,Serie,IluminaciónLED,DiseñodelTirador,Voltaje(V),SistemadepurificacióndeairePureNFresh,UltraFreshCrisper,HyperFreeze,FoodCareZone,LongituddelManguitodeentrada,SmartDiagnosis,TecnologíaInverter,Certificacionesdehomologación,LongituddelManguitodeSalida
Ariston Hotpoint ENTM18210VW1 - Frigorífico Dos Puertas,frigorificos," 541,49 €",014760185,ARISTON HOTPOINT," 0,00",(0),NULL,"37,00 €",2023-04-24,NULL,NULL,Cíclico,No,2 Puertas,NULL,NULL,4 Kg/24H,Libre,415 Litros,NULL,NULL,2 Cajoneras,83 Litros,NULL,NULL,LED,A Derechas,Blanco,Integrado,NULL,NULL,Frontales,230V,F,NULL,282 Kwh/Año,20 Autonomía,templada/subtropical/tropical,45 Decibelios,D,4 Estrellas,180 Centímetros,70 Centímetros,68 Kilogramos,69 Centímetros,NULL,176 a 180 cm,66 a 70 cm,No,No,Internos,Mecánico,No,3 Años,50 Hz,5 Baldas,NULL,332 Litros,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,1 Amperios,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KGN49AWDQ Blanco - Frigorífico Combi No Frost,frigorificos," 1.228,49 €",200533384,BOSCH," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,11 Kg/24H,Libre,NULL,NULL,3 Bandejas,3 Cajoneras,108 Litros,NULL,NULL,LED,A Derechas,Blanco,Externo,NULL,Sí,NULL,230V,D,NULL,207 Kwh/Año,16 Autonomía,SN-T 10º - 43ºC,36 Decibelios,C,4 Estrellas,203 Centímetros,70 Centímetros,89 Kilogramos,67 Centímetros,2 Metros,Mayor de 200 cm,66 a 70 cm,Pantalla,NULL,Externos,Digital,Sí,3 Años,50 Hz,5 Baldas,NULL,330 Litros,3 bandejas,NULL,NULL,NULL,NULL,No,3 Balcones,Sí,10 Amperios,Sí,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Sí,1 Motores,Sí,Sí,Cromado,NULL,Abajo,NULL,Sí,Control táctil,Sí,No,No,NULL,Sí,NULL,NULL,NULL,NULL,NULL,203 Cm,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BALAY 3KFD778AI Cristal Antracita - Frigorífico Combi NoFrost,frigorificos," 1.393,49 €",200630319,BALAY," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,NULL,Libre,NULL,NULL,3 Bandejas,3 Cajoneras,108 Litros,NULL,1 Hieleras,LED,A Derechas,Antracita,Integrado,NULL,Sí,NULL,230V,D,NULL,207 Kwh/Año,16 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",36 Decibelios,C,4 Estrellas,203 Centímetros,70 Centímetros,100 Kilogramos,67 Centímetros,2 Metros,Mayor de 200 cm,66 a 70 cm,Pantalla,Sí,Externos,Digital,NULL,3 Años,50 Hz,5 Baldas,NULL,330 Litros,4 bandejas,NULL,Sí,NULL,NULL,No,4 Balcones,Sí,10 Amperios,Sí,NULL,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1 Motores,No,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,No,NULL,Control táctil,Sí,NULL,No,Sí,NULL,No,Sí,Sí,NULL,NULL,NULL,Sí,Sí,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ROMMER FCT 406 MF INOX - Frigorífico Combi NoFrost,frigorificos," 517,99 €",698434450,ROMMER," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,NULL,2 Puertas,NULL,NULL,NULL,Libre,295 Litros,NULL,3 Bandejas,NULL,88 Litros,NULL,NULL,NULL,A Derechas,Inox,Integrado,NULL,NULL,NULL,230V,F,NULL,299 Kwh/Año,NULL,NULL,41 Decibelios,NULL,NULL,186 Centímetros,60 Centímetros,64 Kilogramos,60 Centímetros,NULL,181 a 190,55 a 60 cm,NULL,NULL,Internos,Mecánico,NULL,3 Años,50 Hz,3 Baldas,NULL,207 Litros,NULL,NULL,NULL,NULL,NULL,No,3 Balcones,NULL,10 Amperios,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Abajo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SMEG FAB10RDUJ5 Union Jack - Nevera Una Puerta Cíclico,frigorificos," 1.100,36 €",770929884,SMEG," 0,00",(0),NULL,"37,00 €",2023-04-24,NULL,NULL,Estático,NULL,1 Puertas,NULL,NULL,3 Kg/24H,Libre,122 Litros,NULL,NULL,1 Cajoneras,17 Litros,NULL,NULL,LED,A Derechas,NULL,Externo,NULL,NULL,NULL,230V,E,NULL,142 Kwh/Año,9 Autonomía,"SN, N, ST, T",37 Decibelios,C,4 Estrellas,970 Centímetros,55 Centímetros,41 Kilogramos,66 Centímetros,2 Metros,50 a 100 cm,55 a 60 cm,No,No,Internos,Mecánico,NULL,3 Años,50 Hz,2 Baldas,NULL,105 Litros,1 bandejas,NULL,NULL,NULL,NULL,No,3 Balcones,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ROMMER FC-340 MF Blanco - Frigorífico Combi Multi Frost,frigorificos," 481,49 €",698434433,ROMMER," 0,00",(0),NULL,"37,00 €",2023-04-24,Congelador,NULL,Cíclico,NULL,2 Puertas,NULL,NULL,4 Kg/24H,Libre,270 Litros,NULL,3 Bandejas,2 Cajoneras,75 Litros,NULL,NULL,NULL,A Derechas,Blanco,Integrado,NULL,NULL,NULL,230V,E,NULL,224 Kwh/Año,11 Autonomía,ST / N,43 Decibelios,NULL,4 Estrellas,181 Centímetros,54 Centímetros,57 Kilogramos,60 Centímetros,NULL,181 a 190,51 a 54 cm,NULL,No,Internos,Mecánico,No,3 Años,50 Hz,3 Baldas,No,195 Litros,NULL,NULL,NULL,NULL,NULL,No,4 Balcones,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Abajo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KGN36XWEP Blanco - Frigorífico Combi NoFrost ,frigorificos," 770,99 €",200519601,BOSCH," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,NULL,,3 Bandejas,3 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Blanco,Externo,NULL,Sí,NULL,230V,E,100 W,238 Kwh/Año,13 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",39 Decibelios,C,4 Estrellas,186 Centímetros,60 Centímetros,70 Kilogramos,66 Centímetros,2 Metros,181 a 190,55 a 60 cm,Pantalla,NULL,Externos,Digital,No,3 Años,50 Hz,4 Baldas,NULL,237 Litros,2 bandejas,NULL,Sí,NULL,NULL,No,3 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,1 Motores,No,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,No,Sí,Control táctil,Sí,No,No,No,Sí,No,Sí,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KGN39HIEP INOX - Frigorífico Combi NoFrost,frigorificos," 1.757,49 €",200517172,BOSCH," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,NULL,,3 Bandejas,3 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Inox,Externo,NULL,No,NULL,230V,E,100 W,238 Kwh/Año,13 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",39 Decibelios,C,4 Estrellas,204 Centímetros,60 Centímetros,80 Kilogramos,66 Centímetros,2 Metros,Mayor de 200 cm,55 a 60 cm,Pantalla,NULL,Externos,Digital,Sí,3 Años,50 Hz,5 Baldas,NULL,279 Litros,3 bandejas,NULL,Sí,NULL,NULL,No,3 Balcones,Sí,10 Amperios,Sí,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,Sí,1 Motores,No,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,No,Sí,Control táctil,Sí,No,No,No,Sí,No,Sí,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SMEG FAB28RDUJ5 Union Jack - Nevera Una Puerta Cíclico,frigorificos," 1.693,33 €",770929924,SMEG," 0,00",(0),NULL,"37,00 €",2023-04-24,NULL,NULL,Cíclico,NULL,1 Puertas,NULL,NULL,3 Kg/24H,Libre,270 Litros,NULL,NULL,2 Cajoneras,26 Litros,NULL,NULL,LED,A Derechas,NULL,Externo,NULL,NULL,NULL,230V,D,90 W,130 Kwh/Año,9 Autonomía,"SN, N, ST, T",35 Decibelios,B,4 Estrellas,153 Centímetros,60 Centímetros,74 Kilogramos,77 Centímetros,2 Metros,101 a 160 cm,61 a 65 cm,No,NULL,Internos,Digital,NULL,3 Años,50 Hz,3 Baldas,No,244 Litros,2 bandejas,NULL,NULL,NULL,NULL,No,4 Balcones,Sí,NULL, Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ROMMER FCT 345 MF Blanco - Frigorífico Combi NoFrost,frigorificos," 501,49 €",698434447,ROMMER," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,NULL,2 Puertas,NULL,NULL,NULL,Libre,270 Litros,NULL,3 Bandejas,NULL,75 Litros,NULL,NULL,NULL,A Derechas,Blanco,Integrado,NULL,NULL,NULL,230V,F,NULL,280 Kwh/Año,NULL,NULL,40 Decibelios,NULL,NULL,181 Centímetros,54 Centímetros,57 Kilogramos,60 Centímetros,NULL,181 a 190,51 a 54 cm,NULL,NULL,Internos,Mecánico,NULL,3 Años,50 Hz,3 Baldas,NULL,195 Litros,NULL,NULL,NULL,NULL,NULL,No,3 Balcones,NULL,10 Amperios,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Abajo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BALAY 3KFD765NI Cristal Negro - Frigorífico Combi NoFrost,frigorificos," 1.161,49 €",200630351,BALAY," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,NULL,Libre,NULL,NULL,3 Bandejas,2 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Negro,Integrado,NULL,Sí,NULL,230V,D,NULL,191 Kwh/Año,13 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",36 Decibelios,C,4 Estrellas,203 Centímetros,60 Centímetros,87 Kilogramos,66 Centímetros,2 Metros,Mayor de 200 cm,55 a 60 cm,No,No,Internos,Mecánico,NULL,3 Años,50 Hz,5 Baldas,NULL,279 Litros,3 bandejas,NULL,Sí,NULL,NULL,No,4 Balcones,Sí,10 Amperios,Sí,NULL,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1 Motores,No, Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,No,No,NULL,Sí,NULL,No,No,NULL,No,NULL,Sí,NULL,NULL,NULL,Sí,No,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SMEG FAB28LPK5 Rosa - Nevera Una Puerta Cíclico,frigorificos," 1.354,49 €",770929899,SMEG," 0,00",(0),NULL,"37,00 €",2023-04-24,NULL,NULL,Estático,NULL,1 Puertas,NULL,NULL,3 Kg/24H,Libre,270 Litros,NULL,NULL,2 Cajoneras,26 Litros,NULL,NULL,LED,A Izquierdas,Rosa,Externo,NULL,NULL,NULL,230V,D,90 W,130 Kwh/Año,9 Autonomía,"SN, N, ST, T",35 Decibelios,B,4 Estrellas,153 Centímetros,60 Centímetros,74 Kilogramos,73 Centímetros,2 Metros,101 a 160 cm,61 a 65 cm,No,NULL,Internos,Mecánico,NULL,3 Años,50 Hz,3 Baldas,NULL,244 Litros,2 bandejas,NULL,NULL,NULL,NULL,No,4 Balcones,Sí,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KGN36XIDP INOX - Frigorífico Combi NoFrost,frigorificos," 948,49 €",200519544,BOSCH," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,NULL,326L,3 Bandejas,3 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Inox,Externo,NULL,Sí,NULL,230V,D,100 W,191 Kwh/Año,13 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",36 Decibelios,C,4 Estrellas,186 Centímetros,60 Centímetros,75 Kilogramos,66 Centímetros,2 Metros,181 a 190,55 a 60 cm,Pantalla,NULL,Externos,Digital,No,3 Años,50 Hz, 4 Baldas,NULL,237 Litros,2 bandejas,NULL,Sí,NULL,NULL,No,3 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,1 Motores,Sí,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,No,NULL,Control táctil,Sí,No,No,No,Sí,No,Sí,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KIN-86-ADD0 Blanco - Frigorífico Combi Integrable NO FROST,frigorificos," 1.531,95 €",200535661,BOSCH," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,8 Kg/24H,Integrable,NULL,NULL,NULL,3 Cajoneras,76 Litros,NULL,1 Hieleras,LED,A Derechas,Blanco,NULL,NULL,Sí,NULL,230V,D,NULL,186 Kwh/Año,11 Autonomía,"Subtropical, Templado, Templado ampliado",35 Decibelios,B,4 Estrellas,177 Centímetros,56 Centímetros,58 Kilogramos,55 Centímetros,2 Metros,176 a 180 cm,55 a 60 cm,NULL,Sí,Internos,Digital,No,3 Años,50 Hz,3 Baldas,NULL,184 Litros,2 bandejas,NULL,NULL,NULL,NULL,No,2 Balcones,NULL,10 Amperios,Sí,2 circuitos de frío independientes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,1 Motores,Sí,NULL,Rejilla auxiliar para 1 botella,No,NULL,NULL,Sí,NULL,Sí,No,No,Sí,Plus,No,NULL,NULL,NULL,VitaFresh XXL 0 °C (No incluye la puerta o el panel de integración),NULL,NULL,NULL,NULL,NULL,Acero,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SMEG FAB32RPG5 Verde agua - Frigorífico Combi NoFrost,frigorificos," 1.947,44 €",770929817,SMEG," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,6 Kg/24H,Libre,331 Litros,NULL,3 Bandejas,2 Cajoneras,97 Litros,NULL,NULL,LED,A Derechas,Verde,Externo,NULL,NULL,NULL,230V,D,127 W,204 Kwh/Año,40 Autonomía,"SN, N, ST, T",37 Decibelios,C,4 Estrellas,197 Centímetros,60 Centímetros,117 Kilogramos,73 Centímetros,2 Metros,191 a 199 cm,61 a 65 cm,No,Sí,Internos,Mecánico,No,3 Años,50 Hz,3 Baldas,NULL,234 Litros,2 bandejas,NULL,NULL,NULL,NULL,No,3 Balcones,Sí,NULL,Sí,NULL,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,Sí,NULL,NULL,Abajo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SMEG FAB30RPG5 D VERDE AGUA - Frigorífico Dos Puertas Cíclico,frigorificos," 1.608,61 €",770929780,SMEG," 0,00",(0),NULL,"37,00 €",2023-04-24,NULL,NULL,Cíclico,NULL,2 Puertas,NULL,NULL,4 Kg/24H,Libre,294 Litros,NULL,1 Bandejas,2 Cajoneras,72 Litros,NULL,NULL,LED,A Derechas,Verde,Externo,NULL,NULL,NULL,230V,D,100 W,168 Kwh/Año,30 Autonomía,"SN, N, ST, T",35 Decibelios,C,4 Estrellas,172 Centímetros,60 Centímetros,79 Kilogramos,77 Centímetros,2 Metros,171 a 175 cm,61 a 65 cm,No,No,Internos,Mecánico,No,3 Años,NULL,3 Baldas,No,222 Litros,2 bandejas,NULL,NULL,NULL,NULL,No,3 Balcones,Sí,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
INDESIT I55TM 4110 X 1 INOX - Frigorífico Dos Puertas Cíclico,frigorificos," 378,49 €",014761713,INDESIT," 0,00",(0),NULL,"37,00 €",2023-04-24,NULL,NULL,Cíclico,No,2 Puertas,NULL,NULL,3 Kg/24H,Libre,212 Litros,NULL,1 Bandejas,1 Cajoneras,41 Litros,NULL,NULL,LED,A Derechas,Inox,Integrado,NULL,Sí,NULL,230V,F,122 W,221 Kwh/Año,0 Autonomía,templada/subtropical,41 Decibelios,C,4 Estrellas,144 Centímetros,54 Centímetros,39 Kilogramos,57 Centímetros,2 Metros,101 a 160 cm,51 a 54 cm,NULL,No,Internos,Mecánico,No,3 Años,50 Hz,4 Baldas,No,171 Litros,NULL,NULL,NULL,NULL,NULL,No,3 Balcones,No,1 Amperios,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SMEG FAB28RPK5 ROSA - Nevera Una Puerta Cíclico,frigorificos," 1.354,49 €",770929930,SMEG," 0,00",(0),NULL,"37,00 €",2023-04-24,NULL,NULL,Cíclico,NULL,1 Puertas,NULL,NULL,3 Kg/24H,Libre,270 Litros,NULL,NULL,2 Cajoneras,26 Litros,NULL,NULL,LED,A Derechas,Rosa,Externo,NULL,NULL,NULL,230V,D,90 W,130 Kwh/Año,9 Autonomía,"SN, N, ST, T",35 Decibelios,B,4 Estrellas,153 Centímetros,60 Centímetros,74 Kilogramos,77 Centímetros,2 Metros,101 a 160 cm,61 a 65 cm,No,NULL,Internos,Digital,NULL,3 Años,50 Hz,3 Baldas,No,244 Litros,2 bandejas,NULL,NULL,NULL,NULL,No,4 Balcones,Sí,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Accesorios,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
TEKA RMF 77920 Inoxidable - Frigorífico Side by Side NoFrost,frigorificos," 1.685,49 €",477800388,TEKA," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,4 Puertas,10 ºC,43 ºC,15 Kg/24H,Libre,637 Litros,,6 Bandejas,4 Cajoneras,182 Litros,262 Vatios,2 Hieleras,LED,NULL,Inox,Integrado,NULL,No,Todas,230V,E,175 W,339 Kwh/Año,16 Autonomía,N/T,43 Decibelios,D,4 Estrellas,194 Centímetros,91 Centímetros,133 Kilogramos,78 Centímetros,2 Metros,191 a 199 cm,Mayor de 90 cm,Pantalla,Sí,Externos,Digital,Sí,3 Años,50 Hz,3 Baldas,NULL,455 Litros,2 bandejas,Sí,Sí,Sí,Sí,No,NULL,NULL,NULL,Sí,NULL,NULL,NULL,No,Sí,Sí,Sí,Sí,Sí,NULL,NULL,Sí,NULL,No,Sí,NULL,NULL,Abajo,NULL,Sí,Control táctil,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,French Door,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
